This file contains the VIX futures returns used in the paper 'Risk Premia and the VIX Term Structure' by Travis Johnson
The dates are in YYYYMMDD format
r_K^{VIX fut.} gives the daily return of a constant-maturity VIX futures strategy with target maturity K months
Returns are in percent

Date,r_1^{VIX fut.},r_2^{VIX fut.},r_3^{VIX fut.},r_4^{VIX fut.},r_5^{VIX fut.},r_6^{VIX fut.}
20090220, 4.697, 4.586, 1.213, 1.213, 5.416, 5.416
20090223, 5.001, 5.562, 6.035, 6.035, -0.471, -0.471
20090224, -8.580, -7.045, -6.982, -4.221, -6.835, -10.693
20090225, -2.111, -1.933, -1.486, -2.075, 2.632, 0.907
20090226, 1.231, 1.246, 0.260, 1.325, -0.642, 1.224
20090227, 0.781, 0.105, 1.042, 0.714, 0.210, 4.663
20090302, 6.576, 5.537, 4.442, 3.916, 6.900, -1.829
20090303, 0.958, 0.424, 3.758, -1.731, 2.545, -1.921
20090304, -7.535, -7.524, -10.086, -4.964, -8.868, -1.976
20090305, 4.577, 3.821, 6.082, 1.499, -1.105, 3.712
20090306, -1.003, -0.628, -1.717, -1.003, -0.333, -2.118
20090309, 1.388, 1.892, 1.474, 1.115, 2.130, 1.073
20090310, -7.593, -7.447, -7.845, -5.656, -7.801, -13.606
20090311, -0.256, -0.041, 0.789, -0.379, 1.830, 6.758
20090312, -1.645, -1.209, -1.279, -2.021, 0.406, -0.794
20090313, 1.194, 1.194, 0.675, 4.467, -0.716, 1.687
20090316, 3.700, 3.700, 3.859, 1.253, 1.217, 3.731
20090317, -4.176, -4.176, -3.883, -1.910, 0.422, -5.830
20090318, -0.821, -0.821, -0.480, -0.264, 0.665, 6.154
20090319, 6.683, 7.920, 7.920, 5.104, 5.463, 4.115
20090320, 7.610, 8.321, 8.321, 6.591, 7.345, 5.753
20090323, -7.670, -7.574, -7.574, -4.231, -8.850, -3.115
20090324, 1.441, 1.397, 0.569, 1.164, 3.222, 3.222
20090325, -2.631, -2.615, -2.175, 1.135, -3.736, -0.122
20090326, -2.883, -3.020, -1.876, -1.844, -3.453, -2.500
20090327, 3.401, 3.129, 2.647, 0.017, 5.697, 3.545
20090330, 7.293, 6.909, 5.626, 6.612, 2.347, 3.529
20090331, -1.805, -0.472, 0.432, 0.547, 0.577, -0.117
20090401, -2.468, -1.483, -2.322, -2.167, -0.464, -0.124
20090402, -1.663, -2.624, -0.972, 0.111, -2.607, 3.611
20090403, -2.300, -1.781, -2.024, -1.214, -1.292, -3.800
20090406, 0.722, 0.759, 0.804, 1.339, 0.962, 3.245
20090407, 0.143, 0.649, 1.117, -0.056, 2.177, -1.723
20090408, -2.267, -2.164, -2.687, -2.862, -3.420, 0.324
20090409, -4.543, -4.160, -4.195, -4.621, -1.732, -1.343
20090413, -0.500, -0.500, -0.786, -0.881, 0.000, -0.879
20090414, -0.377, -0.377, 0.635, -0.122, -1.418, -1.483
20090415, -2.020, -2.020, -2.266, -2.620, -3.110, -3.452
20090416, -3.806, -3.806, -3.480, -4.367, -3.154, -3.408
20090417, -1.971, -1.971, -2.397, -2.105, -3.038, -1.824
20090420, 8.100, 8.100, 7.277, 7.958, 5.834, 4.706
20090421, -4.051, -4.051, -3.741, -3.741, -3.054, -3.629
20090422, 1.437, 1.437, 0.046, 0.046, 2.202, 0.069
20090423, -1.692, -1.806, -1.272, -2.539, -2.539, -2.105
20090424, 0.071, 0.765, 0.244, 0.250, 1.221, 2.066
20090427, 2.458, 2.216, 2.241, 1.462, 2.369, 3.171
20090428, -1.261, -0.702, -0.385, -1.587, -1.418, -1.525
20090429, -4.358, -3.945, -4.741, -4.152, -4.072, -2.556
20090430, 1.193, 0.817, 1.854, 0.691, 0.555, -0.672
20090501, -1.478, -1.077, -1.712, -0.184, -1.732, -3.044
20090504, -4.525, -5.051, -5.346, -5.915, -4.499, -2.683
20090505, -0.216, -0.029, 0.821, 0.444, -0.426, 1.387
20090506, -3.617, -2.718, -3.987, -2.947, -2.005, -3.690
20090507, 1.429, 1.137, 0.738, 0.352, 1.302, 1.411
20090508, -4.147, -3.995, -5.012, -3.974, -3.569, -4.441
20090511, 0.669, 0.392, 2.627, 2.270, -2.151, 3.584
20090512, -0.723, -0.425, -1.052, -1.076, 0.000, -0.674
20090513, 3.357, 3.073, 3.330, 4.555, 3.092, 1.958
20090514, -4.236, -3.969, -4.745, -4.435, -5.016, -2.662
20090515, 2.172, 2.172, 2.435, 1.710, 4.663, -0.093
20090518, -7.117, -7.117, -6.013, -7.900, -7.480, -4.207
20090519, -1.459, -1.459, -0.922, 0.166, -0.257, 0.301
20090520, 0.366, 0.366, 2.011, 1.689, 1.540, 0.902
20090521, 5.518, 6.096, 6.096, 5.539, 2.780, 1.427
20090522, 1.612, 1.111, 1.111, -0.176, -2.583, -2.583
20090526, -4.689, -3.273, -4.062, -4.062, 0.571, 0.571
20090527, 2.994, 3.355, 3.513, 2.672, 6.123, 3.601
20090528, -1.663, -1.210, -4.559, -2.951, -0.025, 1.413
20090529, -3.505, -4.055, -1.609, -1.460, -1.440, -2.094
20090601, -2.442, -2.490, -1.699, -2.545, -6.452, -1.976
20090602, 0.333, 1.169, -0.252, 2.089, 0.617, -1.576
20090603, 5.274, 5.718, 6.607, 4.371, 7.481, 4.209
20090604, -1.171, -1.617, -0.366, -1.423, 0.694, 0.680
20090605, -0.485, -0.154, -0.418, 0.000, -1.106, 0.278
20090608, -0.792, -0.989, 0.511, -0.635, -0.144, -2.163
20090609, -3.482, -3.733, -3.083, -2.191, -2.670, -0.605
20090610, 0.519, 0.658, 1.380, 0.329, 1.738, -1.024
20090611, -2.418, -1.994, -1.769, -2.064, -0.923, 0.440
20090612, -2.128, -2.128, -3.040, -1.154, -3.623, -2.208
20090615, 5.161, 5.161, 4.292, 2.635, 2.449, 3.047
20090616, 3.502, 3.502, 2.952, 3.434, 2.994, 2.878
20090617, 0.835, 0.835, 1.234, -0.430, 0.000, 0.625
20090618, -0.763, -0.763, -1.325, -0.312, -0.291, -1.512
20090619, -3.563, -3.563, -1.303, -1.161, -0.292, -0.905
20090622, 4.606, 4.606, 3.539, 3.380, 3.823, 1.859
20090623, -2.137, -1.538, -1.163, -2.088, 0.317, 0.317
20090624, -4.451, -2.801, -1.681, -2.781, -3.290, -3.458
20090625, -4.800, -4.579, -2.605, -4.453, -2.523, -1.175
20090626, -1.827, -1.496, -1.621, -2.250, -1.535, 1.397
20090629, -3.729, -3.365, -3.606, -1.419, -4.463, -1.507
20090630, 1.887, 1.057, 1.976, 0.810, 1.431, -1.531
20090701, -1.057, 0.199, -0.897, 0.471, -0.162, 1.021
20090702, 5.633, 5.389, 5.287, 5.869, 3.907, 1.890
20090706, -0.947, -1.247, -0.160, -1.027, -0.438, 0.992
20090707, 3.872, 3.824, 2.727, 3.873, 2.135, 2.959
20090708, 1.434, 1.046, 1.981, -0.211, 0.896, 0.969
20090709, -1.526, -0.158, -0.328, 0.794, -0.841, -0.160
20090710, 0.456, 0.572, 0.426, 2.585, 0.449, 2.266
20090713, -4.948, -4.015, -3.114, -3.969, 0.181, -4.142
20090714, -1.834, -1.840, -1.896, -3.071, -0.447, -1.079
20090715, -3.057, -3.649, -1.302, -1.784, -3.804, -0.213
20090716, -1.199, -0.911, -2.247, -0.945, -0.935, -2.168
20090717, 0.149, 0.149, 0.486, -1.364, 1.321, 1.868
20090720, -2.004, -2.004, -2.656, -2.582, -2.487, -3.240
20090721, -1.937, -1.937, -0.124, -0.124, -0.120, -2.028
20090722, -2.265, -2.265, 0.237, 0.237, -1.829, 0.065
20090723, -3.422, -3.468, -3.131, 0.548, 0.548, 5.276
20090724, -0.802, 0.356, 1.809, -0.835, -1.349, 2.142
20090727, 1.355, 1.659, 0.655, 1.656, -0.102, 1.423
20090728, 3.472, 3.549, 2.341, 2.746, 3.480, 1.930
20090729, 1.096, 0.384, 2.750, 1.714, -1.823, -1.451
20090730, -2.281, -3.054, -1.740, -1.239, -1.412, -0.493
20090731, 0.974, 1.912, -0.903, 0.488, 0.138, 2.482
20090803, -2.557, -2.359, -1.309, -1.697, -0.148, -4.165
20090804, -0.720, -1.073, -0.041, -0.917, -0.894, -0.179
20090805, -0.420, 0.130, -0.332, -0.759, -1.789, 1.246
20090806, 1.059, 0.110, 1.000, 0.539, 3.448, 2.271
20090807, -3.281, -3.408, -2.418, -1.940, -2.130, -1.227
20090810, 0.053, 0.180, 0.169, 0.165, -0.342, -0.500
20090811, 1.911, 1.864, 1.354, 1.320, 1.455, 2.241
20090812, -1.195, -0.939, -0.501, 0.314, -0.896, -0.049
20090813, -1.943, -2.152, -0.024, -1.998, -1.849, -0.633
20090814, 1.954, 1.954, 1.674, -1.127, 1.499, -1.323
20090817, 5.672, 5.672, 4.843, 7.692, 4.771, 6.071
20090818, -2.174, -2.174, -1.659, -0.938, -1.037, -1.737
20090819, -2.985, -2.985, 0.195, -0.158, -0.175, 2.086
20090820, -1.911, -2.013, -2.013, -1.985, 0.810, -3.181
20090821, -1.500, -0.328, -0.328, 0.023, 2.312, 2.312
20090824, 0.119, -0.329, 0.017, 0.017, -2.177, -2.177
20090825, 1.111, 0.165, 1.135, 0.707, -0.043, 2.548
20090826, 1.783, 1.474, 1.117, 0.286, 0.134, 2.635
20090827, -1.422, -0.639, -0.317, 0.060, -1.221, -1.932
20090828, 1.003, 1.112, 0.780, 0.754, 0.172, 0.159
20090831, 1.441, 2.293, -0.113, -0.322, 2.787, 0.956
20090901, 4.919, 4.964, 4.130, 3.370, 1.505, 3.791
20090902, 1.383, 0.996, 2.051, 1.709, 1.806, 1.670
20090903, -4.706, -4.612, -4.852, -3.492, -2.913, -4.913
20090904, -3.601, -2.926, -1.891, -3.139, -2.149, -2.033
20090908, -3.273, -3.939, -3.381, -2.518, -0.852, -0.805
20090909, -2.859, -3.506, -1.745, -2.158, -1.668, -2.345
20090910, -4.824, -5.135, -3.275, -2.215, -4.023, -4.614
20090911, 1.365, 1.365, 1.543, 0.032, 1.091, 2.668
20090914, -2.626, -2.626, -2.967, 0.501, -2.377, -2.247
20090915, 0.466, 0.466, 0.000, 0.000, 0.644, 2.957
20090916, -5.200, -5.200, -0.025, -2.346, -2.545, 0.664
20090917, 0.620, 0.620, 0.147, -0.093, 4.150, -0.744
20090918, 2.541, 2.541, 2.752, 3.034, 1.510, -0.066
20090921, -0.228, -0.228, -0.019, 0.371, 0.949, -1.307
20090922, -2.247, -1.565, -1.809, -2.062, 0.901, 0.901
20090923, 0.935, 0.524, 1.959, -2.048, -0.511, 0.977
20090924, 2.023, 0.741, 1.841, 1.247, 0.452, 1.603
20090925, 0.350, 0.331, -0.274, -0.387, 0.341, -0.377
20090928, -3.936, -2.238, -2.799, 0.239, -1.867, -1.966
20090929, 0.047, -0.757, 0.186, -0.903, 1.903, 0.911
20090930, 1.188, -0.026, 1.436, 0.546, 1.183, 0.361
20091001, 4.752, 2.995, 2.986, 2.534, 2.350, 3.225
20091002, 0.178, -0.050, 1.231, 0.000, 1.916, -0.522
20091005, -3.442, -3.387, -2.727, -1.940, -3.635, -2.760
20091006, -2.374, -1.622, -2.373, -1.482, -3.261, -1.798
20091007, -1.240, -0.366, 0.063, -1.718, -0.346, -2.437
20091008, -1.212, -1.023, -1.707, -0.927, -0.868, 1.870
20091009, -2.019, -2.478, -0.935, -0.441, -1.688, -1.604
20091012, -2.561, -3.191, -2.296, -2.970, -0.248, -1.122
20091013, -0.938, -0.587, -0.963, 0.772, -2.411, 0.000
20091014, -0.880, -0.787, -1.533, 0.472, -0.817, -0.674
20091015, -2.284, -2.015, -1.403, -3.946, 0.606, -3.920
20091016, 1.672, 1.672, 1.382, 0.991, 0.295, 3.965
20091019, -2.641, -2.641, -2.319, -2.493, -1.097, -2.466
20091020, -0.406, -0.406, 0.451, 0.451, 0.416, 0.272
20091021, 0.015, 0.015, -1.083, -1.083, 0.776, 1.619
20091022, -3.553, -2.632, -1.172, -2.806, -2.806, -1.785
20091023, 1.658, 1.866, -0.058, 1.128, -0.120, 3.414
20091026, 2.062, 1.865, 3.525, 1.487, 0.898, 2.524
20091027, 0.201, -0.392, -0.392, -0.916, -0.792, -1.803
20091028, 6.916, 4.243, 5.865, 3.868, 5.486, 1.399
20091029, -5.384, -4.353, -5.147, -3.369, -4.403, -1.177
20091030, 9.790, 8.598, 7.133, 4.052, 4.734, 3.667
20091102, 0.893, 1.715, 1.591, 2.048, 1.666, 0.355
20091103, 0.535, 0.641, 0.898, 0.390, 2.124, 1.513
20091104, -1.298, -0.688, -1.423, -0.914, -3.105, -0.994
20091105, -4.256, -3.280, -2.532, 0.355, -2.663, -1.996
20091106, -3.108, -3.421, -4.044, -2.423, -0.551, -2.184
20091109, -5.921, -6.427, -4.204, -4.356, -1.314, -2.770
20091110, 0.611, 0.690, 2.004, 1.864, -1.010, 2.787
20091111, 0.289, 0.029, 1.178, 1.098, 0.610, 2.049
20091112, 4.457, 4.530, 5.703, 1.810, 2.393, 1.544
20091113, -1.599, -1.599, -1.172, -0.711, -1.729, -1.122
20091116, -1.539, -1.539, -2.926, -0.716, -0.746, 0.104
20091117, -0.393, -0.393, -0.048, -0.045, 1.539, -1.368
20091118, -3.656, -3.656, -1.455, -0.580, 0.000, -1.548
20091119, 1.246, 1.771, 1.771, 1.271, 1.763, 3.396
20091120, -1.921, -1.164, -1.164, -1.485, -0.748, -0.748
20091123, -5.156, -2.298, -3.333, -3.333, -3.041, -3.041
20091124, -0.806, -2.539, -0.188, 0.261, -0.354, -1.296
20091125, -1.394, -1.386, -0.935, -0.814, 0.572, 0.582
20091127, 6.929, 6.033, 6.024, 3.753, 5.753, 5.860
20091130, 0.137, 0.163, -0.512, -0.413, -1.207, 1.380
20091201, -3.831, -4.072, -1.664, -1.777, -3.559, -1.849
20091202, -1.110, -0.957, 0.366, -0.032, 1.921, -0.679
20091203, 2.189, 3.000, 0.000, 0.395, -0.172, -2.723
20091204, -2.318, -3.162, 0.299, -0.184, -0.173, -1.045
20091207, -0.409, -0.517, -0.473, 0.384, -0.841, 0.870
20091208, 2.842, 1.980, 1.550, 2.381, 0.437, 2.132
20091209, -0.905, -0.298, -1.064, -0.179, -0.174, 0.646
20091210, -1.655, -1.773, -0.622, -0.527, 1.282, -0.346
20091211, -0.084, -0.084, -1.603, -1.409, -0.344, -1.153
20091214, -2.261, -2.261, -0.622, 0.506, -1.141, -1.160
20091215, -0.998, -0.998, -2.558, -1.270, -1.836, -2.664
20091216, -5.183, -5.183, -2.139, -1.980, -2.659, -1.909
20091217, 1.554, 1.554, 1.433, -0.418, 1.098, 2.763
20091218, -1.451, -1.451, -1.343, -0.994, -2.062, -1.267
20091221, -3.608, -3.608, -2.699, -3.039, -2.336, -3.914
20091222, -2.581, -1.992, -2.973, -2.506, -0.906, -0.906
20091223, -0.880, -1.008, -0.921, 0.859, -1.580, 1.919
20091224, -1.484, -0.425, -0.813, -1.380, -0.586, 2.685
20091228, -1.045, -0.411, -0.099, -1.198, 0.421, -1.371
20091229, 0.610, 0.566, 0.777, 0.986, -1.370, 0.391
20091230, 1.630, 0.936, 2.179, 1.172, 2.763, 0.006
20091231, 2.642, 4.002, 1.587, 0.979, 2.496, 0.789
20100104, -3.695, -4.201, -3.956, -1.550, -2.994, -2.123
20100105, -2.023, -1.623, -2.110, -1.699, -0.971, -0.236
20100106, -3.594, -4.188, -3.420, -2.511, -1.765, -1.778
20100107, -1.692, -1.811, -2.234, -0.810, -0.798, -0.804
20100108, -2.627, -2.881, -2.457, -3.048, -0.072, -2.520
20100111, -1.554, -1.589, -0.186, 0.045, -3.589, -0.065
20100112, 2.783, 2.670, 3.132, -0.105, 2.088, -0.541
20100113, -1.878, -1.421, -1.288, -0.940, -0.204, -0.209
20100114, -2.238, -2.279, -1.768, -2.640, -2.547, -1.676
20100115, 2.516, 2.516, 3.067, 2.266, 1.472, 2.240
20100119, -4.551, -4.551, -4.612, -2.131, -1.376, -2.292
20100120, -0.653, -0.653, 0.699, 0.699, -1.351, -0.219
20100121, 5.813, 6.607, 6.452, 5.011, 5.011, 7.844
20100122, 8.715, 5.167, 2.375, 3.650, 3.044, 7.165
20100125, -1.497, -0.525, -0.771, -2.585, 0.316, -4.386
20100126, 0.969, 1.286, 1.996, 3.213, 2.085, 0.398
20100127, -3.000, -2.833, -2.335, -2.321, -1.408, 1.471
20100128, 0.972, 1.037, 0.787, 0.199, 0.199, 0.195
20100129, 2.379, 2.024, 1.392, 1.967, 1.193, 2.171
20100201, -5.631, -5.409, -2.885, -1.755, -2.374, -2.500
20100202, -3.700, -3.755, -3.280, -3.226, -2.213, -1.566
20100203, 0.336, 0.513, -0.507, 1.172, 1.023, 0.199
20100204, 11.671, 9.847, 8.606, 6.697, 6.277, 3.770
20100205, 1.240, 0.845, 0.579, 0.068, -0.350, 3.955
20100208, 1.280, 1.580, 1.500, -1.485, 0.577, -1.236
20100209, -2.381, -2.330, -1.512, -0.578, -0.038, -0.746
20100210, -0.348, -0.424, -1.035, 1.820, -1.251, 1.073
20100211, -2.664, -2.494, -1.357, -2.257, -0.968, -1.799
20100212, -0.316, -0.316, 0.786, 1.711, 0.391, 0.379
20100216, -5.324, -5.324, -5.152, -4.157, -4.489, -2.263
20100217, -3.506, -3.506, 0.586, -1.640, -1.018, -0.103
20100218, -4.068, -3.648, -3.648, -2.305, -0.505, -3.728
20100219, -2.026, -1.692, -1.692, -2.107, -2.489, -2.489
20100222, -1.877, -2.411, -1.485, -1.485, -0.132, -0.132
20100223, 3.223, 3.516, 3.871, 2.308, 2.577, 0.426
20100224, -2.172, -0.652, -2.262, -1.539, -2.499, 0.682
20100225, -0.394, 0.625, 0.212, 0.212, 1.929, -3.484
20100226, -2.135, -1.439, -0.634, -1.124, -2.081, 3.367
20100301, -1.945, -3.042, -1.032, 0.061, -1.468, -1.500
20100302, -1.037, -1.272, -1.609, 0.043, -2.306, 1.927
20100303, -0.949, -0.895, -0.125, -2.208, -0.008, -2.093
20100304, -0.218, -0.758, -1.099, 2.057, 0.000, 0.000
20100305, -4.651, -4.818, -3.591, -3.256, -4.435, -2.336
20100308, -1.378, -2.246, -1.053, -1.363, 0.865, 1.913
20100309, 0.299, 0.000, -0.346, 1.119, -0.222, -0.215
20100310, 0.650, 0.613, 0.248, 1.763, 1.113, -7.061
20100311, 0.643, 1.061, 1.019, -0.410, 0.881, 7.443
20100312, -0.803, -0.803, -0.138, -1.072, 1.153, 0.139
20100315, 0.068, 0.068, 0.992, 0.441, -0.347, -0.347
20100316, -2.894, -2.894, -3.600, -1.534, -3.027, -0.108
20100317, -4.144, -4.144, -3.696, -2.346, -2.659, -0.649
20100318, -1.515, -1.515, -2.020, -2.102, 1.340, -0.653
20100319, 2.154, 2.154, 1.231, 1.162, 1.894, -0.086
20100322, -1.631, -1.631, 0.295, -1.076, -0.443, -0.439
20100323, -2.261, -1.928, -1.297, -0.667, -1.596, -1.596
20100324, 2.278, 1.708, 1.172, 1.837, -0.048, 0.180
20100325, 1.034, 1.445, 2.461, -0.039, 3.698, 1.117
20100326, -1.012, -1.396, -1.929, 0.471, -2.218, 0.883
20100329, -2.020, -2.570, -2.294, -2.450, -0.661, -2.377
20100330, -1.818, -1.408, -1.925, -0.224, -1.109, 0.000
20100331, -0.545, -0.177, 0.895, -0.888, -0.888, 0.218
20100401, -0.437, 0.248, 0.237, 0.226, 0.226, 0.217
20100405, -3.899, -3.610, -3.686, -1.827, -6.215, -1.734
20100406, -2.738, -2.788, -2.534, -3.266, 1.078, -2.778
20100407, 1.830, 1.421, 0.999, 0.947, 0.947, 0.907
20100408, -1.752, -1.389, -1.551, -1.097, -1.097, 0.000
20100409, -1.162, -1.340, 0.029, -0.474, -2.199, -0.834
20100412, -0.190, -0.093, 0.521, 0.620, 0.631, -1.287
20100413, 0.460, 0.584, 0.248, 0.236, -1.439, 2.335
20100414, -2.345, -2.482, -1.958, -0.941, -1.814, -1.470
20100415, 0.000, 0.000, 0.237, -1.389, 0.247, 1.031
20100416, 3.522, 3.522, 2.273, 3.219, 3.300, 2.021
20100419, -2.274, -2.274, -3.495, -1.246, -0.477, -1.974
20100420, -4.615, -4.615, -4.994, -4.994, -3.520, 1.076
20100421, 0.574, 0.574, 0.688, 0.688, 1.482, 1.299
20100422, -0.246, -0.377, -0.044, -0.043, -0.043, 2.228
20100423, -0.710, 0.000, 0.524, -0.243, -0.218, -1.336
20100426, 1.290, 1.014, 0.973, 3.239, 0.937, 0.000
20100427, 10.816, 7.980, 6.715, 4.460, 6.364, 4.444
20100428, -1.100, -1.054, -0.673, -0.673, -1.901, 0.854
20100429, -4.504, -2.811, -2.902, -2.902, -1.688, -0.804
20100430, 8.523, 7.187, 5.755, 6.426, 4.030, 1.996
20100503, -3.588, -2.213, -0.877, -0.872, -0.810, 0.220
20100504, 9.965, 8.650, 9.041, 8.986, 7.143, 2.574
20100505, 4.499, 4.472, 3.580, 1.924, 2.106, 5.584
20100506, 17.073, 15.551, 14.254, 8.599, 14.999, 7.494
20100507, 8.910, 6.642, 6.302, 8.132, 1.840, 7.919
20100510, -14.121, -13.379, -10.826, -10.862, -10.900, -7.722
20100511, -0.322, 0.186, -1.710, -1.782, 0.179, -2.264
20100512, -5.253, -4.669, -4.931, -5.610, -3.883, -4.795
20100513, 2.477, 2.472, 2.723, 0.404, 0.880, 1.902
20100514, 9.067, 9.067, 9.584, 6.910, 6.698, 6.898
20100517, 0.810, 0.810, 1.308, 2.320, 1.088, 0.909
20100518, 6.724, 6.724, 6.382, 7.731, 8.419, 5.096
20100519, 2.303, 2.303, 5.395, 1.249, 2.269, 4.282
20100520, 13.459, 13.871, 13.871, 11.740, 9.407, 9.871
20100521, -0.509, -0.304, -0.304, 0.621, -1.220, -1.220
20100524, -1.802, -2.044, -2.282, -2.282, -0.894, -0.894
20100525, -3.647, -2.873, -4.414, -4.070, -1.741, -1.741
20100526, -2.707, -2.937, -3.313, -0.896, -2.087, 0.638
20100527, -8.941, -8.324, -6.552, -5.832, -6.581, -7.862
20100528, 2.118, 1.537, 0.370, 1.171, 1.288, 0.475
20100601, 6.188, 4.495, 6.643, 5.380, 2.360, 2.221
20100602, -6.903, -5.928, -5.042, -5.292, -3.196, -0.472
20100603, -0.898, -1.068, -1.148, 0.045, -0.946, 1.515
20100604, 10.126, 7.206, 8.597, 6.261, 5.540, 7.410
20100607, 4.799, 4.656, 4.418, 2.415, 3.256, 2.103
20100608, -4.301, -3.615, -4.281, -3.942, -1.975, 1.034
20100609, 0.703, 1.132, 2.605, 0.009, 2.559, 0.415
20100610, -6.371, -5.922, -5.754, -3.334, -6.516, -1.139
20100611, -2.240, -2.240, -2.567, -0.943, -0.935, -1.875
20100614, -2.344, -2.344, -0.616, -1.550, 1.073, 0.578
20100615, -6.118, -6.118, -5.426, -3.705, -4.125, -5.166
20100616, -3.017, -3.017, -0.895, -0.836, -1.937, -1.519
20100617, -1.909, -1.909, -1.476, -1.306, -0.260, -1.991
20100618, -1.581, -1.581, -3.030, -1.367, -1.328, -1.243
20100621, 0.975, 0.975, 0.356, 1.276, 0.336, 0.863
20100622, 4.797, 3.358, 3.008, 3.061, 3.061, 2.720
20100623, 1.257, 2.504, 1.066, 1.988, 1.988, 5.037
20100624, 6.434, 4.715, 4.281, 6.396, 6.396, -1.809
20100625, -2.778, -2.553, -1.030, 0.150, 0.147, -1.682
20100628, 1.484, 2.401, 2.934, 2.115, 0.505, 1.161
20100629, 10.247, 8.250, 7.319, 6.618, 7.541, 2.889
20100630, 1.451, 2.811, 0.559, 1.518, 2.800, 1.340
20100701, -1.098, -0.304, 0.813, -0.661, -0.019, -1.050
20100702, -3.281, -3.014, -1.553, -1.340, -0.266, -1.191
20100706, -6.002, -5.744, -3.706, -2.857, -0.789, -4.269
20100707, -6.508, -6.212, -5.955, -3.371, -4.982, -3.342
20100708, -1.897, -1.892, -1.928, -1.481, -1.420, -4.488
20100709, -1.646, -1.368, -2.482, -3.339, -0.157, -0.947
20100712, -2.486, -2.980, -1.354, -0.217, -0.306, -3.926
20100713, -0.586, -0.496, -1.340, -1.949, -1.307, -2.717
20100714, 3.010, 3.009, 2.205, 2.850, 0.804, 5.504
20100715, 0.850, 1.225, 1.317, -0.199, 0.915, 1.919
20100716, 4.459, 4.459, 4.414, 4.923, 2.838, 4.204
20100719, -0.988, -0.988, -1.077, -0.738, -1.463, -2.201
20100720, -5.941, -5.941, -3.942, -3.942, -3.612, -4.950
20100721, 1.211, 1.211, 0.807, 0.807, 0.298, -1.334
20100722, -5.264, -4.323, -3.868, -3.868, -5.529, -2.253
20100723, -2.496, -2.532, -2.305, -2.305, -0.994, -0.994
20100726, -3.779, -3.088, -1.927, -1.927, -6.155, -6.155
20100727, -0.569, -1.076, -2.333, 0.450, 0.053, -2.444
20100728, 1.195, 2.198, 0.999, -1.339, -1.058, -0.808
20100729, -0.060, -0.465, 0.012, 1.626, 0.000, -0.844
20100730, -0.919, -0.533, 0.133, -1.537, -0.638, -0.493
20100802, -5.775, -5.431, -6.262, -3.614, -4.939, -3.814
20100803, 1.176, 1.389, 1.706, 0.303, 1.116, 0.858
20100804, -0.937, -0.761, 0.303, 0.197, -1.314, 1.518
20100805, 0.747, 1.053, 1.823, 1.198, 1.765, -1.148
20100806, 0.082, 0.368, 0.062, 0.848, 0.436, -0.490
20100809, -1.670, -1.437, -0.413, -1.166, -1.703, -1.337
20100810, 0.570, 0.443, 0.780, 0.833, 5.036, 2.327
20100811, 8.020, 7.837, 6.085, 4.630, 6.597, 6.134
20100812, 1.557, 1.554, 1.760, 1.256, 1.691, 2.119
20100813, 2.173, 2.173, 2.071, 2.629, 2.800, 3.718
20100816, -1.158, -1.158, -1.148, -1.048, 0.597, -2.280
20100817, -2.965, -2.965, -2.842, -2.496, -2.849, 0.383
20100818, -1.468, -1.468, 0.093, 0.510, 2.442, 1.293
20100819, 3.120, 4.174, 4.174, 4.045, 0.947, 3.449
20100820, -0.883, 0.490, 0.490, 0.151, 3.271, -1.866
20100823, -1.815, -0.310, -0.310, -1.830, -0.478, -0.404
20100824, 2.632, 1.866, 3.203, 1.718, 1.456, 1.528
20100825, -2.056, -1.532, -2.026, -0.235, -2.682, -2.006
20100826, 1.163, 0.044, 1.454, -0.439, 3.409, 1.918
20100827, -6.204, -5.372, -4.812, -7.419, -4.431, -3.883
20100830, 3.092, 2.782, 3.387, 2.040, 2.297, 4.871
20100831, -1.780, -2.544, -0.520, -0.730, -0.599, -2.144
20100901, -6.282, -5.355, -5.050, -7.660, -2.705, -3.587
20100902, -2.567, -1.830, -3.571, -3.907, -1.227, 0.313
20100903, -5.002, -5.225, -4.019, -6.469, -2.490, -1.778
20100907, 3.097, 3.213, 2.148, 3.442, 1.905, 0.353
20100908, -2.566, -3.078, -1.910, -2.448, -1.261, -3.624
20100909, -0.874, -1.177, -0.473, -2.066, -1.545, -0.849
20100910, -2.397, -2.397, -1.440, -0.869, -1.239, -2.896
20100913, -5.186, -5.186, -5.639, -3.976, -1.805, -1.125
20100914, -0.148, -0.148, 0.563, 4.607, -1.252, -1.332
20100915, -2.273, -2.273, -0.740, 1.155, -2.016, -2.146
20100916, -0.583, -0.583, 0.563, 1.146, 1.527, -1.626
20100917, -0.346, -0.346, 0.575, 2.037, 0.509, 0.559
20100920, -2.936, -2.936, -2.159, -0.741, -0.615, -4.710
20100921, 0.411, 0.411, 0.458, 0.458, -0.822, -0.822
20100922, 2.000, 2.000, 1.212, 1.212, 0.974, 1.480
20100923, 3.310, 2.233, 1.956, 2.722, 4.727, 2.090
20100924, -5.913, -4.078, -5.373, -4.516, -2.021, -2.354
20100927, 0.551, 0.449, 0.227, -1.941, 0.956, -0.652
20100928, -0.150, 0.000, 0.407, -0.698, 1.479, -1.605
20100929, 1.591, 1.501, 2.408, 1.054, 1.092, -0.317
