This file contains the principal components of the VIX term structure from 'Risk Premia and the VIX Term Structure' by Travis Johnson,,,,,,
The principal components are standardized to have mean zero and standard deviation one,,,,,,
The dates are in YYYYMMDD format,,,,,,
,,,,,,
,PC1,PC2,PC3,PC4,PC5,PC6
19970507, -0.29566, -0.71696, 0.04343, 0.48808, 0.01686, -0.18626
19970508, -0.29303, -0.76538, 0.14280, 0.35865, -0.00328, -0.11266
19970509, -0.32400, -0.69202, 0.26729, 0.30569, 0.02668, -0.00945
19970512, -0.31199, -0.81177, -0.00589, 0.65180, 0.00200, -0.48381
19970513, -0.27700, -0.86554, -0.11719, 0.73580, 0.00946, -0.57475
19970514, -0.25487, -0.83736, 0.03486, 0.81141, 0.04863, -0.54560
19970515, -0.32538, -0.73671, -0.07526, 0.48877, 0.24077, -0.27793
19970516, -0.22954, -0.89682, -0.33994, 0.90909, 0.23107, -0.91032
19970519, -0.24121, -0.82943, -0.10791, 0.70668, 0.31382, -0.49091
19970520, -0.34159, -0.61945, 0.31627, 0.43273, 0.17711, -0.01873
19970521, -0.41985, -0.55621, -1.10588, 1.78692, 0.09786, 2.40021
19970522, -0.42995, -0.52777, -0.93505, 1.67919, 0.04971, 1.99846
19970523, -0.46720, -0.48942, -0.81553, 1.58077, 0.10010, 1.59756
19970527, -0.43397, -0.57894, -0.97081, 1.89501, 0.03267, 0.23281
19970528, -0.34765, -0.63760, 0.53448, 0.25459, 0.30285, -0.05524
19970529, -0.32295, -0.60861, 1.03404, 0.01140, 0.20289, 0.15267
19970530, -0.34648, -0.63008, 0.75816, 0.08326, 0.27397, 0.00628
19970602, -0.38936, -0.55226, -0.49628, 1.42481, 0.10821, -1.24721
19970603, -0.37967, -0.55133, -0.54802, 1.43341, 0.10589, -1.37513
19970604, -0.26908, -0.74250, 0.98997, -0.33177, 0.25143, 1.12332
19970605, -0.27734, -0.76608, 0.79806, -0.19651, 0.34247, 0.97008
19970606, -0.43512, -0.49856, -0.11687, 1.50550, 0.15265, -1.89965
19970609, -0.35116, -0.63469, 0.69278, 0.50805, 0.26964, 0.31753
19970610, -0.36492, -0.61070, 0.78408, 0.60247, 0.22507, 0.07835
19970611, -0.42734, -0.49768, 0.03369, 1.59486, 0.04610, -2.88550
19970612, -0.38938, -0.59465, 1.08825, 0.81518, 0.18892, 0.09562
19970613, -0.32935, -0.65024, 1.01872, 0.92625, 0.33486, 0.11461
19970616, -0.31869, -0.65017, 0.90135, 1.15681, 0.31906, 0.13109
19970617, -0.31405, -0.72090, 0.32789, 1.28261, 0.46107, -0.63237
19970618, -0.31523, -0.73559, 0.22584, 1.26622, 0.22614, -0.95517
19970619, -0.34800, -0.74565, 0.30180, 1.25614, 0.08000, -0.90478
19970620, -0.29894, -0.80079, 0.54431, 0.85556, 0.00867, 1.14496
19970623, -0.17476, -0.93258, 0.18108, 0.46927, 0.27024, 1.52961
19970624, -0.28700, -0.91699, 0.37075, 0.93379, 0.28759, 0.71292
19970625, -0.23029, -0.82168, -0.02528, 0.42606, -0.04078, 0.70428
19970626, -0.20139, -0.82668, 0.09087, 0.40234, -0.01223, 0.61334
19970627, -0.21964, -0.77989, 0.18595, 0.42149, -0.01578, 0.67351
19970630, -0.22026, -0.65433, 0.28220, 0.53158, -0.12732, -0.19692
19970701, -0.25748, -0.65718, 0.27311, 0.60263, -0.22478, -0.06163
19970702, -0.33573, -0.56473, 0.39030, 0.65273, -0.25791, 0.15843
19970703, -0.42030, -0.46918, 0.39026, 0.75989, -0.26477, 0.23308
19970707, -0.36185, -0.55893, 0.21395, 0.78034, -0.28879, 0.14268
19970708, -0.35291, -0.56306, 1.09967, -0.02363, -0.21780, -0.06893
19970709, -0.30340, -0.63821, 0.62684, 0.43167, -0.11035, 0.00408
19970710, -0.29202, -0.60477, 0.76224, 0.30591, -0.21125, 0.02489
19970711, -0.30864, -0.53612, 0.97759, 0.21871, -0.23588, 0.09110
19970714, -0.28275, -0.61509, 1.11970, 0.02564, -0.21253, 0.08994
19970715, -0.28621, -0.56982, 1.31634, -0.18182, -0.28996, 0.12690
19970716, -0.29760, -0.68977, 1.13313, -0.00549, -0.22063, 0.05549
19970717, -0.22332, -0.79561, 1.19858, -0.11865, -0.17846, -0.04664
19970718, -0.06667, -0.77970, 1.25532, 0.31669, -0.20575, -0.08294
19970721, -0.02536, -0.96832, 0.80438, 0.08713, -0.32850, 0.25542
19970722, -0.12597, -0.79414, 1.09987, 0.12398, -0.30148, 0.45617
19970723, -0.23452, -0.74771, -0.79570, 1.66878, -0.28005, 3.57857
19970724, -0.21265, -0.72953, 0.43044, 0.75114, -0.29505, 1.41054
19970725, -0.21414, -0.69953, 0.44507, 0.77623, -0.29967, 1.38380
19970728, -0.17237, -0.79303, 0.23341, 0.88418, -0.26105, 0.87376
19970729, -0.16509, -0.74762, 0.05394, 0.90015, -0.22283, 1.03777
19970730, -0.17924, -0.65798, -0.12631, 1.01078, -0.17571, 1.21090
19970731, -0.13869, -0.67869, 0.32380, 0.56170, -0.16117, 0.65803
19970801, -0.12469, -0.64072, 0.03740, 0.76442, -0.13811, 0.78060
19970804, -0.13486, -0.70539, 0.28311, 0.77216, -0.13065, 0.54014
19970805, -0.17646, -0.60886, 0.59318, 0.59231, -0.13792, -0.07335
19970806, -0.22944, -0.57148, 0.54006, 0.68769, -0.17157, -0.15352
19970807, -0.24520, -0.60304, 0.54621, 0.46868, -0.08061, -0.04788
19970808, -0.08542, -0.66936, 0.58411, 0.41034, -0.15651, -0.16864
19970811, -0.06374, -0.74671, 0.51495, 0.38224, -0.15056, -0.33793
19970812, 0.01364, -0.90630, 0.09727, 0.56577, -0.13924, -0.77658
19970813, 0.07629, -0.86416, 0.34888, 0.41677, -0.08404, -0.61190
19970814, 0.01921, -0.65100, 0.95377, 0.24463, -0.17123, 0.08035
19970815, 0.19070, -0.92020, 0.22563, 0.46613, -0.27950, -0.77118
19970818, 0.13699, -0.68947, 1.40839, -0.03646, -0.41492, 0.73742
19970819, 0.01051, -0.47654, 1.38848, 0.24771, -0.24317, 0.54112
19970820, -0.09923, -0.43678, 1.56734, 0.20039, -0.34005, 0.45893
19970821, 0.03554, -0.75953, 0.51488, 0.55375, -0.20851, 0.92115
19970822, 0.12895, -0.76887, 0.72801, 0.74311, -0.37005, 0.90730
19970825, 0.10635, -0.69105, 0.94627, 0.44742, -0.37796, 0.51114
19970826, 0.20117, -0.72868, 0.99837, 0.28294, -0.23947, 0.01001
19970827, 0.17287, -0.68209, 1.23318, 0.30586, -0.30354, 0.50780
19970828, 0.22299, -0.66556, 1.02319, 0.46382, -0.40117, 0.67944
19970829, 0.21180, -0.63398, 0.94815, 0.63051, -0.37813, 0.53465
19970902, 0.11506, -0.75165, 0.40551, 0.96688, -0.26276, -0.25465
19970903, 0.13297, -0.79826, 0.38471, 0.80797, -0.31852, -0.51849
19970904, 0.13357, -0.81204, 0.40387, 0.87854, -0.41730, -0.71358
19970905, 0.11440, -0.68174, 0.61000, 0.93031, -0.44714, -0.65454
19970908, 0.12099, -0.73100, 0.56616, 0.84839, -0.36304, -1.21807
19970909, 0.09393, -0.61258, 0.79583, 0.94968, -0.39555, -1.61678
19970910, 0.18054, -0.63602, 0.81188, 0.77682, -0.30410, -0.91328
19970911, 0.24948, -0.76758, 0.73772, 0.75090, -0.35947, -1.08637
19970912, 0.15645, -0.70225, 0.89936, 0.64082, -0.32230, -1.50288
19970915, 0.19877, -0.77429, 0.69287, 0.81561, -0.41758, -1.93954
19970916, 0.07865, -0.54474, 0.97992, 0.97534, -0.51094, -2.61142
19970917, 0.08822, -0.61448, 0.84896, 1.00270, -0.48345, -3.11440
19970918, 0.06030, -0.45005, 1.25347, 1.00372, -0.56297, -3.20572
19970919, 0.01188, -0.35672, 1.49132, 1.01679, -0.59706, -3.56760
19970922, -0.01949, -0.31265, 1.75952, 0.67382, -0.42680, -3.49491
19970923, -0.01041, -0.25890, 1.74870, 0.58083, -0.45838, -2.58535
19970924, 0.05224, -0.48269, 1.55076, 0.15394, -0.36272, -0.17788
19970925, 0.08026, -0.49376, 1.53464, 0.14405, -0.26237, -0.59315
19970926, 0.02769, -0.45157, 1.48373, 0.16293, -0.32436, -0.18418
19970929, 0.00751, -0.57021, 1.61972, -0.06264, -0.21653, -0.45273
19970930, 0.04075, -0.58752, 1.48569, 0.13547, -0.16053, -0.48265
19971001, -0.00651, -0.55041, 1.42238, 0.09064, -0.08473, -0.47723
19971002, -0.07350, -0.86502, 2.19657, 1.30351, -0.01605, -0.42162
19971003, -0.11024, -0.82667, 2.21906, 1.18438, -0.06760, -0.28827
19971006, -0.13211, -0.84028, 2.05173, 1.03094, -0.21012, -0.28365
19971007, -0.17823, -0.77779, 2.14428, 0.90114, -0.26575, -0.28374
19971008, -0.17717, -0.75993, 1.91866, 0.98789, -0.27293, -0.19395
19971009, -0.13935, -0.59311, 2.00073, 0.76659, 0.11344, -0.26305
19971010, -0.15735, -0.59114, 1.91972, 0.75565, 0.02757, -0.17760
19971013, -0.17887, -0.49772, 2.19662, 0.57084, -0.11379, 0.25983
19971014, -0.18228, -0.51433, 2.14616, 0.51490, -0.14914, 0.24359
19971015, -0.17953, -0.49947, 2.03324, 0.64918, -0.20437, 0.24936
19971016, -0.13737, -0.49777, 2.10841, 0.70851, -0.43827, 0.24820
19971017, -0.08535, -0.61641, 1.76908, 0.85794, -0.56813, 0.12991
19971020, -0.20116, -0.54330, 0.09924, 2.00557, -0.54040, 4.00096
19971021, -0.23595, -0.47770, 1.29456, 0.97469, -0.54671, 1.35908
19971022, -0.22375, -0.49640, 1.24707, 1.04748, -0.57865, 1.09452
19971023, -0.06631, -0.80868, 0.41947, 1.38636, -0.74036, 1.93775
19971024, -0.01900, -0.89844, 0.41195, 1.32820, -0.84693, 1.30536
19971027, 0.45567, -2.27021, -4.33422, 4.27511, -1.61100, 1.02222
19971028, 0.49512, -1.95491, -1.14471, 1.88182, -1.31225, 2.93881
19971029, 0.52080, -2.36222, -3.70905, 3.46819, -1.41137, 4.69678
19971030, 0.95501, -3.20860, -6.70546, 5.93198, -2.10579, 6.49941
19971031, 0.74745, -2.32033, -3.16626, 3.80074, -2.24138, 4.43540
19971103, 0.57476, -1.75925, -1.89037, 3.32505, -2.41064, 2.78399
19971104, 0.73166, -1.38092, -1.31244, 2.24283, -0.85463, -1.23917
19971105, 0.81713, -1.41529, -1.54775, 2.02626, -0.09614, -1.77492
19971106, 0.82780, -1.10183, -0.92496, 1.93269, -0.40750, -1.76721
19971107, 1.13526, -1.49695, -2.22791, 3.25002, -0.16313, -3.25436
19971110, 1.18534, -1.67761, -2.89281, 3.29779, -0.29581, -5.28826
19971111, 1.21039, -1.52368, -2.17397, 2.97275, -0.20038, -5.06959
19971112, 1.45444, -1.80150, -0.93810, 1.70540, -0.28918, -3.42964
19971113, 1.45318, -1.65612, 0.30675, 0.32086, -0.38533, -1.32190
19971114, 1.22638, -0.90935, 2.24570, 0.23585, -0.47302, -0.26342
19971117, 0.97716, -0.63200, 1.67177, 0.67884, -0.30651, -0.97914
19971118, 0.97920, -0.63978, 1.61242, 0.26961, -0.23540, -0.40259
19971119, 0.88790, -0.41393, 1.94530, 0.20803, -0.39966, 0.06023
19971120, 0.68321, -0.07901, 2.29132, 0.29817, -0.54426, -0.08407
19971121, 0.59815, -0.03159, 2.50381, 0.28938, -0.42363, 0.17670
19971124, 0.52463, -0.22394, -4.63947, 5.20142, -0.50537, 5.24307
19971125, 0.74036, -0.30946, 0.97235, 0.90851, -0.34766, 0.47373
19971126, 0.69028, -0.17723, 1.32052, 0.86988, -0.37343, 0.13329
19971128, 0.64411, -0.11970, 1.54485, 0.92849, -0.31666, 0.07823
19971201, 0.47811, -0.01695, 1.96609, 0.83045, -0.33704, -0.36142
19971202, 0.51624, -0.06197, 2.25495, 0.38716, -0.29511, 0.27478
19971203, 0.39505, 0.03760, 2.32888, 0.27472, 0.20580, 0.66721
19971204, 0.31764, 0.00958, 1.91831, 0.39015, -0.03066, 0.25465
19971205, 0.22563, 0.08021, 1.85800, 0.45335, -0.17434, 0.17690
19971208, 0.21515, -0.07492, 1.46204, 0.26744, -0.14491, 0.21776
19971209, 0.19975, -0.22213, 1.36239, 0.19218, 0.05668, 0.43685
19971210, 0.30818, -0.14548, 1.03732, -0.71120, 0.49917, 1.09335
19971211, 0.59642, -0.79696, -0.09348, -1.09635, 0.52262, 0.67328
19971212, 0.55191, -0.64933, -0.62102, -0.72280, 0.13858, -1.30735
19971215, 0.48710, -0.43556, 0.28682, -0.46715, 0.44143, -0.35737
19971216, 0.33621, -0.27593, 0.36740, -0.34251, 0.25297, -0.39880
19971217, 0.34319, -0.45948, 0.21693, -0.21529, 0.21133, -0.43731
19971218, 0.38752, -0.63896, 0.18278, -0.14459, 0.10390, -1.13249
19971219, 0.57095, -0.85200, 0.51680, 0.05272, -0.09626, -1.30450
19971222, 0.53014, -0.64817, 0.31956, -0.54553, -0.01085, -1.12146
19971223, 0.64585, -0.88971, 0.16499, -0.57418, 0.02193, -1.27428
19971224, 0.67610, -0.79502, 0.29588, -0.92361, -0.12154, -1.20973
19971226, 0.60216, -0.63056, 0.60608, -0.69662, -0.16157, -1.03937
19971229, 0.42472, -0.36724, 1.11750, -1.27572, 0.02181, -0.92415
19971230, 0.25417, -0.23647, 1.15529, -0.58496, 0.06975, -0.44901
19971231, 0.18406, -0.22319, 0.63355, -0.80075, -0.04636, -0.38819
19980102, 0.14506, -0.21348, 0.98759, -0.84217, -0.11804, -0.40957
19980105, 0.15418, -0.28721, 0.69664, -0.62088, -0.03630, -0.32256
19980106, 0.28347, -0.36316, 0.47149, -0.75621, -0.14106, -0.42808
19980107, 0.30468, -0.29225, 0.98762, -0.90698, 0.14476, -0.40956
19980108, 0.37363, -0.30199, 1.07922, -1.33481, -0.00879, -0.57292
19980109, 0.80519, -1.23795, -1.08335, -1.07599, 0.08166, -0.05940
19980112, 0.61202, -0.20723, 1.66520, -1.66424, -0.32145, -0.22546
19980113, 0.37703, 0.20124, 1.50830, -1.35007, -0.19975, 0.13304
19980114, 0.33124, 0.32967, 2.23949, -2.05332, -0.24562, 0.26295
19980115, 0.32324, 0.16051, 2.82635, -1.36376, -0.25757, 0.29079
19980116, 0.15011, 0.28084, 2.15924, -0.96340, -0.10358, 0.40075
19980120, 0.07339, 0.11675, 1.04655, -0.33823, -0.05907, 0.97648
19980121, 0.02020, 0.02135, -1.64790, 1.72079, -0.11525, 5.49001
19980122, 0.06516, -0.00928, -2.00117, 1.86327, -0.15341, 5.43885
19980123, 0.12184, -0.02028, -0.64834, 0.84204, -0.06596, 3.31427
19980126, 0.14546, -0.03364, -1.10816, 1.22718, -0.07187, 2.75071
19980127, 0.05869, 0.11314, -0.87521, 1.24911, -0.09664, 2.18288
19980128, 0.01369, 0.07651, -0.97628, 1.19911, -0.08583, 2.04741
19980129, 0.01904, 0.03656, -0.55976, 0.83068, -0.07007, 1.52277
19980130, 0.00177, 0.09448, -0.70242, 0.97293, -0.08198, 1.68866
19980202, -0.01053, 0.00524, -0.11017, 1.02039, 0.07047, 0.76400
19980203, -0.03934, 0.10943, 0.40900, 0.70600, 0.07798, -0.13574
19980204, -0.04278, 0.12337, 0.46183, 0.72524, 0.08965, -0.11000
19980205, -0.01455, 0.02131, 0.26406, 0.65254, 0.20936, -0.06305
19980206, -0.08241, 0.11791, 0.40331, 0.50105, 0.18397, -0.17713
19980209, -0.03471, 0.00534, 0.23073, 0.77910, 0.11506, -0.45046
19980210, -0.09139, 0.01519, 0.28221, 0.69161, 0.12878, -0.40173
19980211, -0.09773, 0.02557, 0.39004, 0.65277, 0.09393, -0.22719
19980212, -0.12087, 0.05089, 0.53142, 0.48118, 0.14649, -0.06553
19980213, -0.13715, 0.11632, 0.54416, 0.68404, 0.10197, -0.41606
19980217, -0.11849, -0.00638, 0.33289, 0.69402, 0.16402, -0.36810
19980218, -0.16890, 0.05695, 0.44176, 0.63344, 0.17367, -0.21503
19980219, -0.15148, 0.06595, 0.45625, 0.64444, 0.18151, -0.19721
19980220, -0.19113, 0.11618, 0.58431, 0.58751, 0.17236, -0.10309
19980223, -0.27246, 0.16611, -0.93501, 1.89933, 0.11851, 0.84680
19980224, -0.18406, 0.09126, 0.51416, 0.60301, 0.12118, 0.17074
19980225, -0.22352, 0.07330, 0.36273, 0.67337, 0.13029, 0.35369
19980226, -0.24704, 0.06172, 0.18427, 0.83189, 0.17449, 0.19954
19980227, -0.23139, 0.05340, 0.17630, 0.70096, 0.09692, 0.11652
19980302, -0.22280, -0.00122, 0.03200, 0.73005, 0.12043, -0.22739
19980303, -0.25118, 0.02557, 0.02710, 0.78797, 0.06973, -0.34562
19980304, -0.20720, -0.02938, 0.02938, 0.71290, 0.13111, -0.31777
19980305, -0.14210, -0.13646, 0.07093, 0.77763, 0.17343, -0.46437
19980306, -0.22877, -0.05270, 0.12506, 0.81789, 0.18323, -0.46380
19980309, -0.19132, -0.14409, 0.10927, 0.77219, 0.15646, -0.63256
19980310, -0.23889, -0.11423, 0.05569, 0.92885, 0.09122, -0.75290
19980311, -0.23262, -0.14756, 0.45274, 0.41405, 0.18813, 0.60213
19980312, -0.29005, -0.10232, 0.40261, 0.47564, 0.16312, 0.48414
19980313, -0.27376, -0.13249, 0.37487, 0.40275, 0.23212, 0.18465
19980316, -0.30731, -0.14612, 0.26247, 0.48249, 0.19422, 0.69472
19980317, -0.30838, -0.16868, 0.17331, 0.61404, 0.11384, 0.45532
19980318, -0.32315, -0.09670, 0.12575, 0.74514, 0.30446, 0.67096
19980319, -0.29107, -0.07718, 1.52468, -0.27675, 0.26684, -1.73776
19980320, -0.24394, -0.22661, 1.46193, -0.24538, 0.20266, -1.69306
19980323, -0.16699, -0.29332, 1.43256, -0.40526, 0.41478, -1.40723
19980324, -0.10893, -0.32012, 1.85052, -0.47644, 0.39901, -1.62990
19980325, 0.01210, -0.71855, 2.94619, 0.81586, 0.96785, -1.86521
19980326, 0.10541, -0.55725, 2.24826, -0.46125, 0.58049, -0.70434
19980327, 0.14213, -0.53036, 2.16948, -0.38089, 0.51904, -0.67098
19980330, 0.22710, -0.63018, 2.48532, -0.66625, 0.71424, -0.98656
19980331, 0.25297, -0.58242, 2.57339, -0.90488, 0.67031, -0.81229
19980401, 0.22544, -0.45102, 3.05647, -0.94523, 0.45621, -0.81411
19980402, 0.13039, -0.58162, 3.88953, -0.24918, 0.63461, -0.76510
19980403, 0.04369, -0.48756, 2.78295, 0.65306, 0.50041, -0.21013
19980406, 0.09972, -0.63217, 2.34532, 0.81785, 0.35588, -0.09105
19980407, 0.15001, -0.67387, 2.49826, 0.79587, 0.24356, -0.15749
19980408, 0.15347, -0.38054, 2.24617, 0.14268, 0.19607, -0.11639
19980409, 0.07195, -0.20680, 2.12170, -0.03626, 0.11781, 0.02569
19980413, 0.11054, -0.37816, 2.07688, -0.04658, -0.07291, 0.10925
19980414, 0.05194, -0.23030, 2.39872, -0.21319, -0.17950, 0.25211
19980415, 0.01503, -0.14395, 2.47542, -0.21627, -0.16715, 0.32881
19980416, 0.09523, -0.28032, 2.19158, -0.11536, -0.21096, 0.18515
19980417, 0.02112, -0.16524, 2.35492, -0.26077, -0.28678, 0.30044
19980420, -0.13083, 0.07784, -2.88820, 2.86635, 0.15096, 9.44659
19980421, -0.07897, 0.13749, -0.12870, 0.66540, 0.08271, 3.28662
19980422, -0.11225, 0.16316, -0.31323, 0.75350, 0.11384, 3.03258
19980423, -0.04003, 0.11028, -0.42366, 0.88154, 0.13022, 2.42659
19980424, 0.04038, 0.07237, -0.10026, 0.70733, 0.09646, 1.19643
19980427, 0.32342, -0.28355, 0.14442, 0.40300, -0.00259, 0.18786
19980428, 0.26932, 0.06778, 0.81349, 0.17538, 0.00193, -0.16107
19980429, 0.18515, 0.22850, 0.36159, 0.68260, -0.03225, 0.25407
19980430, 0.09255, 0.37128, 0.37224, 0.56431, 0.03257, 0.22387
19980501, 0.00657, 0.54160, 0.61949, 0.54983, 0.00387, 0.06429
19980504, 0.03187, 0.45807, 0.51502, 0.55848, 0.01413, -0.01914
19980505, 0.08488, 0.36856, 0.29350, 0.66449, 0.00862, -0.10208
19980506, 0.15527, 0.28406, 0.24222, 0.57051, -0.04488, -0.13601
19980507, 0.20024, 0.30621, 0.54571, 0.60474, -0.10049, -0.02163
19980508, 0.05866, 0.44827, 0.62811, 0.67200, 0.02984, -0.04650
19980511, 0.06370, 0.46103, 0.73799, 0.59905, 0.03047, 0.18928
19980512, 0.03198, 0.41488, 0.47001, 0.46147, -0.05583, 0.14143
19980513, 0.01534, 0.44693, 0.51107, 0.43441, -0.04787, 0.13922
19980514, 0.00676, 0.57147, 1.04670, 0.20940, -0.11883, 0.64069
19980515, 0.01145, 0.55690, 0.78915, 0.40494, -0.05684, 0.45402
19980518, 0.07096, 0.34537, 0.30896, 0.42861, -0.04116, -0.00086
19980519, -0.00820, 0.58517, 0.81373, 0.30203, -0.10974, 0.26865
19980520, -0.09968, 0.51281, -1.17485, 1.69147, -0.02266, 2.67454
19980521, -0.09046, 0.62026, -0.68806, 1.40827, -0.08680, 3.49475
19980522, -0.12234, 0.68103, -0.70558, 1.63295, -0.09569, 2.27912
19980526, 0.10545, 0.31080, -0.23591, 0.69995, -0.13770, 0.18296
19980527, 0.13819, 0.34628, -0.02933, 0.87667, -0.12331, 0.69003
19980528, 0.01726, 0.50076, -0.00409, 0.67363, -0.25268, 0.32172
19980529, 0.07703, 0.38425, -0.08718, 0.82874, -0.29013, 0.21641
19980601, 0.11496, 0.27146, -0.11831, 0.80381, -0.24512, -0.06900
19980602, 0.10633, 0.38194, 0.05155, 0.71056, -0.20343, 0.06123
19980603, 0.18791, 0.20028, 0.07833, 0.99535, -0.19021, -0.19579
19980604, 0.08305, 0.43243, 0.24233, 0.75057, -0.19475, 0.00188
19980605, -0.02015, 0.55334, 0.28076, 0.51695, -0.12132, -0.04209
19980608, 0.01138, 0.41999, 0.06956, 0.23891, -0.13811, -0.05158
19980609, 0.00119, 0.41196, 0.15693, 0.29828, -0.00323, 0.05632
19980610, 0.03770, 0.32701, 0.00301, 0.24783, 0.08872, -0.15599
19980611, 0.17473, 0.17521, -0.54111, -0.00099, -0.16958, -0.21571
19980612, 0.14139, 0.19064, 0.22245, 0.14948, -0.14434, -0.10275
19980615, 0.35399, -0.26912, -0.67549, 0.55080, -0.08408, -0.80722
19980616, 0.26658, 0.04604, -0.28231, 0.22188, -0.45245, -0.64166
19980617, 0.13821, 0.24948, 0.31142, 0.37574, -0.31939, -0.20827
19980618, 0.12536, 0.31928, 0.32734, 0.50091, -0.39700, -0.72773
19980619, 0.13393, 0.37427, 0.42539, 0.51452, -0.36343, -0.83606
19980622, 0.10318, 0.39095, 0.32915, 0.56698, -0.10254, -0.22307
19980623, -0.00387, 0.49891, 0.39094, 0.34501, -0.13121, -0.41121
19980624, -0.06554, 0.49178, -0.00526, 0.59599, 0.02804, -0.43484
19980625, -0.05098, 0.48569, 0.08309, 0.50918, 0.04920, -0.20554
19980626, -0.10854, 0.53198, 0.03302, 0.50816, 0.07187, -0.21903
19980629, -0.10836, 0.47950, 0.01097, 0.34238, 0.14806, -0.42786
19980630, -0.10017, 0.47419, -0.17519, 0.48139, 0.04137, -0.18410
19980701, -0.16429, 0.51748, 0.07619, 0.27760, -0.00255, -0.21429
19980702, -0.20560, 0.52177, 0.06172, 0.30810, 0.00215, -0.14412
19980706, -0.20737, 0.48253, -0.18008, 0.26569, 0.10845, -0.03165
19980707, -0.18959, 0.42318, -0.17363, 0.23173, 0.16015, 0.02370
19980708, -0.22899, 0.47318, 0.07170, 0.16845, 0.19068, 0.01010
19980709, -0.19761, 0.45049, 0.01222, 0.27557, 0.12195, 0.07521
19980710, -0.20515, 0.41617, 0.09640, 0.28814, 0.09662, 0.16726
19980713, -0.20616, 0.47916, 0.08657, 0.36964, 0.05423, 0.56241
19980714, -0.22547, 0.48936, 0.22871, 0.10457, 0.06007, 0.57498
19980715, -0.21147, 0.50390, 0.39256, 0.02225, 0.10459, 0.58670
19980716, -0.28603, 0.62422, 0.42604, 0.20420, 0.04164, 0.71421
19980717, -0.30110, 0.63153, 0.45973, 0.01598, 0.03920, 0.71646
19980720, -0.25948, 0.55431, 0.39021, -0.03156, 0.02270, 0.63954
19980721, -0.11171, 0.21429, -0.52982, 0.51027, 0.01610, 2.16613
19980722, -0.08281, 0.30109, -0.51704, 0.75421, 0.07714, 2.13504
19980723, 0.08962, 0.05464, -0.79215, 0.85571, -0.06561, 1.48418
19980724, 0.10397, 0.13609, -0.54912, 0.90412, -0.01619, 1.93696
19980727, 0.11701, 0.15213, -0.90258, 0.97728, 0.04305, 1.78054
19980728, 0.27772, 0.02521, -0.90144, 0.55342, -0.00867, 1.25435
19980729, 0.26573, 0.09664, -0.87140, 0.77425, -0.02615, 1.01437
19980730, 0.16332, 0.31734, -0.20012, 0.49196, -0.03468, 0.91263
19980731, 0.28025, 0.07521, -0.83976, 0.67625, 0.01246, 0.77671
19980803, 0.33460, -0.01707, -1.16860, 1.20657, 0.06568, 0.96613
19980804, 0.73675, -0.61207, -1.05688, 1.32014, -0.20447, -1.06522
19980805, 0.66189, -0.32495, -0.14411, 0.85912, -0.37678, -1.08754
19980806, 0.57754, -0.03789, -0.26408, 1.48958, -0.33482, -1.29846
19980807, 0.50856, 0.06049, -0.38759, 1.97396, -0.26880, -1.29452
19980810, 0.56886, -0.11019, -0.74196, 1.53560, -0.19736, -2.43008
19980811, 0.81495, -0.44456, -1.35077, 1.89409, -0.18077, -3.55208
19980812, 0.61832, 0.05405, -0.18363, 1.47061, -0.28881, -2.57004
19980813, 0.74991, -0.21962, -0.98835, 1.72038, -0.31761, -3.63066
19980814, 1.53519, -1.41531, 5.11876, -5.04615, 0.31325, 9.82964
19980817, 1.32362, -0.93421, 4.88450, -4.46647, 0.23460, 10.25683
19980818, 0.64996, 0.23671, -0.10435, 1.70867, -0.36649, -4.14180
19980819, 0.63147, 0.12470, -0.25536, 1.73011, -0.30277, -4.12273
19980820, 0.72700, -0.01892, -0.13873, 1.64595, -0.41392, -4.56248
19980821, 1.12640, -0.51781, 1.01240, 0.05469, -0.00957, -0.52347
19980824, 1.02241, -0.24974, 0.97484, 0.38190, -0.12434, -0.90689
19980825, 0.92002, -0.08328, 0.47019, 0.67074, 0.03477, 0.29411
19980826, 0.99961, -0.16261, 0.53072, 0.71275, -0.08572, 0.57100
19980827, 1.78006, -1.49407, -1.61174, 2.25694, -0.13885, 0.05386
19980828, 1.94096, -0.91408, 0.51143, 0.88651, -0.36017, 0.24528
19980831, 2.93735, -4.14963, -5.05968, 1.46364, 0.26051, 2.10414
19980901, 2.07407, -1.49787, -0.26554, 0.23730, -0.49697, -0.68315
19980902, 2.15158, -1.81692, -2.59037, 3.54315, -1.52195, -0.78828
